Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",26,0,0.2,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",133,1,2.75,0.36,0.02,1.8,Same,Yes,0.89,
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",47,0,0.31,0,0,11.79,Same,Yes,2.83,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Spleen surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",71,0,0.17,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),All procedures,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",478,7,2.04,3.44,1.51,6.81,Worse,No,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",22,0,0.07,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Cesarean section,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",136,0,0.17,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Colon surgery,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",43,0,0.68,0,0,5.47,Same,Yes,0,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.1,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Gallbladder surgery,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",48,0,0.09,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Hip prosthesis,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",86,4,0.46,8.7,2.37,22.26,Worse,No,0,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.04,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.03,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Knee prosthesis,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",44,0,0.16,,,,,,0,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Laminectomy,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.04,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Open reduction of fracture,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",36,3,0.18,,,,,,0,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Ovarian surgery,50000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,1521,11,10.56,1.04,0.55,1.81,Same,No,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,57,1,0.18,,,,,,3.73,
2021,California,Ventura,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,10,1,0.16,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Cesarean section,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,356,0,1.37,0,0,2.18,Same,Yes,0,
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,87,1,2.06,0.49,0.02,2.39,Same,Yes,2.33,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,112,0,0.75,0,0,4.9,Same,Yes,3.23,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,172,0,0.39,0,0,9.41,Same,Yes,6.43,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gastric surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,65,1,0.5,2.02,0.05,11.26,Same,No,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,55,0,0.53,0,0,7,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,31,0,0.26,0,0,14.08,Same,Yes,3.12,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Kidney surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,19,0,0.06,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,76,0,0.4,0,0,9.18,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Laminectomy,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,94,0,0.33,0,0,11.28,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Open reduction of fracture,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,96,2,1.03,1.95,0.33,6.43,Same,No,0,
2021,California,Ventura,Surgical Site Infections (SSI),Ovarian surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,36,0,0.03,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,17,0,0.15,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,75,3,1.48,2.03,0.52,5.52,Same,No,,
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,96,1,0.6,1.67,0.04,9.29,Same,No,1.53,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Spleen surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,4,0,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,62,1,0.26,3.88,0.1,21.6,Same,No,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,4327,19,30.94,0.61,0.38,0.94,Better,Yes,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,189,0,1.09,0,0,2.76,Same,Yes,1.76,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,68,2,1.78,1.12,0.19,3.71,Same,No,3.68,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cardiac surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,54,0,0.24,0,0,15.44,Same,Yes,2.46,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cesarean section,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,663,1,1.01,0.99,0.05,4.88,Same,No,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Colon surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,221,6,6.09,0.99,0.4,2.05,Same,No,2.14,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,89,0,0.87,0,0,4.26,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,4,0,0.02,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,320,0,1.46,0,0,2.05,Same,Yes,3.98,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gallbladder surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,306,0,1.61,0,0,1.86,Same,Yes,1.11,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gastric surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,219,0,1.88,0,0,1.6,Same,Yes,0.48,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Hip prosthesis,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,175,2,1.23,1.62,0.27,5.35,Same,No,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,290,0,1.68,0,0,1.78,Same,Yes,1.84,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,12,0,0.09,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Kidney surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,43,0,0.14,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Knee prosthesis,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,208,0,0.73,0,0,5.04,Same,Yes,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Laminectomy,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,173,2,0.67,3,0.36,10.85,Same,No,0.35,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Open reduction of fracture,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,287,1,1.76,0.57,0.03,2.81,Same,Yes,2.6,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Ovarian surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,173,0,0.12,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Pacemaker surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,150,0,0.24,0,0,15.57,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Rectal surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,58,0,1.13,0,0,2.66,Same,Yes,2.3,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Small bowel surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,218,3,4.25,0.71,0.18,1.92,Same,No,1.38,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spinal fusion,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,183,2,1.84,1.09,0.18,3.59,Same,No,0.85,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spleen surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,12,0,0.08,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Thoracic surgery,50000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,212,0,0.94,0,0,3.94,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",1178,1,6.54,0.15,0.01,0.75,Better,Yes,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",89,0,0.3,0,0,12.22,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Cesarean section,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",109,0,0.1,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",64,0,1.29,0,0,2.32,Same,Yes,0.89,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",137,0,0.7,0,0,5.26,Same,Yes,1.14,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",117,1,0.4,2.51,0.06,14,Same,No,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gastric surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.18,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",107,0,0.57,0,0,6.47,Same,Yes,7.38,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",60,0,0.3,0,0,12.34,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Kidney surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",122,0,0.51,0,0,7.19,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Laminectomy,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",50,0,0.17,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Open reduction of fracture,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",68,0,0.4,0,0,9.25,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Ovarian surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.03,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Pacemaker surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.14,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",46,0,0.84,0,0,4.4,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",127,0,0.57,0,0,6.51,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",1070,2,2.95,0.68,0.11,2.24,Same,Yes,,
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.03,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",279,2,0.96,2.09,0.25,7.53,Same,No,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",77,0,0.31,0,0,11.75,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,,,,,,0,
